,Gr Liv Area,Total Bsmt SF,Garage Cars,Garage Area,Year Built,Year Remod/Add,TotRms AbvGrd,Mas Vnr Area,Fireplaces,Lot Frontage,Lot Area,porch_deck_sqft,all_baths_count,Neighborhood,MS Zoning,Bldg Type,Mas Vnr Type,House Style,Foundation,Sale Type,Overall Qual,Overall Cond,Exter Qual,Bsmt Qual,Heating QC,Kitchen Qual,Functional,Electrical,Garage Qual,SalePrice
123,2036,2190.0,3.0,780.0,2008,2008,9,246.0,1,113.0,13438,244,3.0,Timber,RL,1Fam,Stone,1Story,CBlock,WD ,9,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,410000
124,1403,698.0,1.0,308.0,1915,1965,7,0.0,0,60.0,10320,288,3.0,IDOTRR,RM,2fmCon,None,2Story,CBlock,WD ,6,7,TA,TA,Ex,TA,Typ,FuseF,TA,116000
125,1178,859.0,1.0,384.0,1900,1950,7,0.0,0,66.0,8712,166,1.0,IDOTRR,C (all),1Fam,None,1.5Fin,Stone,WD ,4,7,TA,TA,Gd,TA,Typ,SBrkr,TA,102776
126,1336,1121.0,2.0,488.0,1958,1958,7,632.0,1,74.88947368421053,9610,80,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,6,TA,TA,Ex,TA,Typ,FuseA,TA,162000
127,1254,1254.0,3.0,810.0,2008,2008,5,140.0,0,95.0,10324,260,3.0,CollgCr,RL,1Fam,BrkFace,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,221800
128,1184,658.0,0.0,0.0,1910,1996,8,0.0,0,58.0,8410,151,1.0,Edwards,RL,1Fam,None,1.5Fin,PConc,WD ,5,3,TA,TA,TA,TA,Typ,SBrkr,No Garage,81000
129,2365,1252.0,3.0,856.0,1999,1999,8,673.0,1,82.0,9430,308,4.0,NoRidge,RL,1Fam,BrkFace,2Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,337000
130,1593,839.0,2.0,398.0,2004,2004,8,0.0,1,62.0,7415,175,4.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,6,5,TA,TA,Ex,TA,Typ,SBrkr,TA,193000
131,1324,1324.0,2.0,550.0,2006,2006,6,176.0,1,48.0,6240,230,3.0,NridgHt,RL,TwnhsE,BrkFace,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,254000
132,1470,738.0,2.0,624.0,1922,1994,6,0.0,0,60.0,10560,0,2.0,OldTown,RM,1Fam,None,2Story,CBlock,WD ,6,7,TA,Fa,Ex,TA,Min1,SBrkr,TA,140750
133,1656,746.0,2.0,397.0,2003,2004,7,92.0,1,60.0,6931,306,3.0,Edwards,RL,1Fam,Stone,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,165400
134,1453,835.0,1.0,240.0,1942,1950,7,300.0,2,53.0,6360,183,2.0,BrkSide,RM,1Fam,Stone,1.5Fin,CBlock,WD ,5,6,TA,TA,TA,Gd,Min2,FuseA,TA,132000
135,2119,689.0,2.0,583.0,1972,1972,7,333.0,1,80.57142857142857,10448,104,3.0,NWAmes,RL,1Fam,BrkFace,SLvl,CBlock,COD,6,6,TA,TA,TA,TA,Typ,SBrkr,TA,158000
136,1689,1436.0,2.0,480.0,1956,1956,7,0.0,1,73.0,9855,0,1.0,Edwards,RL,1Fam,None,1Story,CBlock,COD,6,5,TA,TA,Fa,TA,Typ,SBrkr,TA,127500
137,1432,264.0,2.0,360.0,1910,2002,7,0.0,0,60.0,9600,382,2.0,OldTown,RM,1Fam,None,2Story,BrkTil,WD ,5,7,TA,Fa,Ex,TA,Typ,SBrkr,TA,132000
138,1873,988.0,2.0,597.0,1999,1999,7,0.0,1,47.0,10820,325,3.0,CollgCr,RL,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,235500
139,2172,1063.0,3.0,947.0,2006,2006,9,350.0,1,109.0,14154,254,3.0,NridgHt,RL,1Fam,BrkFace,2Story,PConc,New,7,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,280000
140,1253,1237.0,2.0,402.0,1995,1996,6,38.0,1,63.0,7875,241,2.0,Gilbert,RL,1Fam,BrkFace,1Story,PConc,WD ,7,5,TA,Gd,Gd,TA,Typ,SBrkr,TA,176000
141,1556,782.0,2.0,470.0,1949,1950,6,340.0,1,120.0,17360,150,2.0,NAmes,RL,1Fam,Stone,1.5Fin,CBlock,WD ,6,6,TA,TA,TA,TA,Typ,SBrkr,TA,172500
142,2234,1160.0,3.0,768.0,2000,2000,7,322.0,1,83.0,9545,50,4.0,NoRidge,RL,1Fam,BrkFace,2Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,300000
143,1733,0.0,2.0,452.0,1955,1955,8,0.0,1,64.88297872340425,13680,0,2.0,Edwards,RL,1Fam,None,1Story,Slab,WD ,3,5,TA,None,Ex,TA,Min2,FuseA,TA,139600
144,1242,583.0,1.0,180.0,1935,1950,6,0.0,1,43.0,5707,425,2.0,SWISU,RL,1Fam,None,2Story,BrkTil,WD ,6,6,TA,TA,Gd,TA,Typ,FuseF,Fa,105000
145,1660,715.0,1.0,240.0,1934,1995,6,0.0,1,74.0,11988,0,2.0,Crawfor,RL,1Fam,None,2Story,CBlock,WD ,6,7,TA,TA,Fa,TA,Typ,FuseA,TA,188700
146,1555,1373.0,2.0,430.0,2005,2006,7,16.0,1,43.0,3182,163,2.0,Blmngtn,RL,TwnhsE,BrkFace,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,192500
147,1728,864.0,2.0,673.0,2003,2003,7,0.0,0,64.0,8791,272,3.0,Somerst,FV,1Fam,None,2Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,207500
148,1057,1057.0,1.0,288.0,1955,1999,6,164.0,0,70.0,10519,0,2.0,Edwards,RL,1Fam,Stone,1Story,CBlock,WD ,5,8,TA,TA,Gd,Gd,Typ,SBrkr,TA,137000
149,1396,698.0,1.0,384.0,1915,2003,7,0.0,0,60.0,8730,259,1.0,BrkSide,RL,1Fam,None,2Story,BrkTil,WD ,6,7,TA,TA,Ex,TA,Typ,FuseA,TA,153575
150,1652,1592.0,2.0,510.0,1959,1991,6,136.0,1,74.88947368421053,22002,201,3.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,7,TA,TA,Gd,Gd,Typ,SBrkr,TA,200000
151,1158,862.0,1.0,208.0,1929,1950,5,0.0,1,50.0,6000,112,1.0,BrkSide,RM,1Fam,None,1.5Fin,BrkTil,WD ,6,7,TA,TA,TA,TA,Typ,SBrkr,TA,120000
152,2073,1542.0,2.0,500.0,1978,1988,7,119.0,2,85.0,13175,349,3.0,NWAmes,RL,1Fam,Stone,1Story,CBlock,WD ,6,6,TA,Gd,TA,TA,Min1,SBrkr,TA,210000
153,1416,780.0,2.0,400.0,1900,2004,7,0.0,0,60.0,9600,24,2.0,OldTown,RM,1Fam,None,1.5Fin,BrkTil,WD ,6,8,TA,TA,Ex,Gd,Typ,SBrkr,TA,156500
154,1557,1374.0,2.0,420.0,2003,2004,7,18.0,1,47.46153846153846,3196,163,2.0,Blmngtn,RL,TwnhsE,BrkFace,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,234000
155,1466,796.0,2.0,566.0,1936,1989,7,0.0,1,60.0,10800,457,3.0,OldTown,RL,1Fam,None,1.5Fin,CBlock,WD ,5,8,TA,Fa,Gd,Gd,Min1,SBrkr,TA,170000
156,1479,864.0,1.0,275.0,1969,1969,8,0.0,0,68.0,10544,567,2.0,Mitchel,RL,1Fam,None,1.5Fin,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,161000
157,1040,1040.0,1.0,293.0,1953,1953,6,0.0,0,68.0,7942,0,2.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,6,7,TA,TA,TA,TA,Typ,FuseF,TA,136000
158,1657,832.0,2.0,483.0,1994,1995,6,145.0,0,43.0,14565,218,3.0,SawyerW,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,189000
159,2020,2020.0,3.0,896.0,2008,2008,7,450.0,1,95.0,12350,290,3.0,NridgHt,RL,1Fam,Stone,1Story,PConc,WD ,9,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,404000
160,2599,1393.0,3.0,779.0,1999,1999,10,165.0,1,108.0,14774,698,3.0,NoRidge,RL,1Fam,BrkFace,2Story,PConc,WD ,9,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,333168
161,1652,782.0,2.0,532.0,2000,2000,6,120.0,0,68.0,8998,70,3.0,CollgCr,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,207500
162,1520,793.0,1.0,281.0,1932,2000,6,0.0,0,55.0,4500,56,1.0,SWISU,RH,1Fam,None,1.5Fin,BrkTil,WD ,5,5,TA,TA,Ex,TA,Typ,SBrkr,TA,159434
163,1571,799.0,2.0,380.0,1993,1994,7,0.0,1,59.0,7837,40,3.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,6,7,Gd,Gd,Gd,TA,Typ,SBrkr,TA,178000
164,2156,1568.0,2.0,508.0,1968,2003,9,0.0,1,80.57142857142857,20781,370,2.0,NWAmes,RL,1Fam,None,1Story,CBlock,WD ,7,7,TA,TA,TA,TA,Typ,SBrkr,Gd,262500
165,803,720.0,2.0,360.0,1941,1950,5,0.0,0,50.0,5000,244,1.0,IDOTRR,RM,1Fam,None,1.5Unf,CBlock,WD ,5,6,TA,TA,Po,TA,Typ,FuseF,TA,87000
166,1851,1851.0,2.0,506.0,1969,1969,8,434.0,1,90.0,11727,146,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,7,6,TA,TA,Gd,TA,Typ,SBrkr,TA,192100
167,1214,672.0,3.0,936.0,1915,1950,6,0.0,0,60.0,10410,376,1.0,OldTown,RL,1Fam,None,1.5Fin,PConc,WD ,3,4,TA,TA,TA,TA,Typ,SBrkr,TA,105000
168,1753,853.0,2.0,534.0,1998,1999,7,290.0,1,43.0,12352,74,4.0,CollgCr,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,TA,Typ,SBrkr,TA,217000
169,1422,806.0,1.0,288.0,1951,1951,7,41.0,1,82.0,12375,0,2.0,Sawyer,RL,1Fam,Stone,1.5Fin,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,137500
170,1092,546.0,1.0,253.0,1972,1972,5,0.0,0,21.0,1484,0,2.0,MeadowV,RM,TwnhsE,None,2Story,CBlock,WD ,4,4,TA,TA,TA,TA,Typ,SBrkr,TA,79400
171,1721,988.0,2.0,626.0,1960,1960,7,275.0,2,96.7,10532,134,3.0,ClearCr,RL,1Fam,Stone,1Story,CBlock,WD ,5,3,TA,TA,Gd,TA,Mod,SBrkr,TA,145000
172,1402,1258.0,3.0,648.0,2006,2007,7,72.0,1,53.0,3922,136,4.0,Blmngtn,RL,TwnhsE,BrkFace,1Story,PConc,New,7,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,194201
173,1131,676.0,1.0,200.0,1941,1950,5,0.0,0,52.0,5720,26,2.0,OldTown,RM,1Fam,None,1.5Fin,CBlock,WD ,5,6,TA,TA,Ex,TA,Typ,SBrkr,TA,66500
174,2000,996.0,3.0,650.0,1993,1994,9,94.0,1,74.0,9627,238,3.0,Mitchel,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,TA,Gd,Ex,TA,Typ,SBrkr,TA,188000
175,1060,756.0,1.0,308.0,1925,1994,6,0.0,1,55.0,6854,215,2.0,BrkSide,RL,1Fam,None,1Story,PConc,WD ,5,7,TA,TA,TA,TA,Mod,FuseA,Fa,136500
176,2234,2216.0,3.0,1166.0,2008,2009,9,748.0,1,63.0,17423,60,3.0,StoneBr,RL,1Fam,Stone,1Story,PConc,New,9,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,501837
177,1654,297.0,1.0,336.0,1930,1982,7,0.0,1,50.0,4960,304,2.0,BrkSide,RL,1Fam,None,1.5Fin,CBlock,WD ,5,7,TA,TA,Ex,TA,Typ,SBrkr,TA,137000
178,970,970.0,2.0,624.0,1963,1963,5,0.0,0,80.0,8480,216,2.0,Sawyer,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,TA,TA,TA,Typ,SBrkr,TA,132500
179,960,960.0,2.0,624.0,1958,1958,5,0.0,0,65.0,9750,0,1.0,OldTown,RM,1Fam,None,1Story,CBlock,WD ,5,5,TA,TA,Ex,TA,Typ,SBrkr,TA,125000
180,1792,896.0,2.0,480.0,1974,1974,8,0.0,0,60.0,9000,45,4.0,NAmes,RL,Duplex,None,2Story,CBlock,WD ,5,5,TA,Gd,TA,TA,Typ,SBrkr,TA,133000
181,2690,1365.0,3.0,864.0,2009,2009,8,0.0,1,95.0,12350,197,4.0,NridgHt,RL,1Fam,None,2Story,PConc,New,9,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,398800
182,1189,1189.0,2.0,392.0,1997,1997,4,197.0,0,32.0,4500,122,3.0,Mitchel,RM,TwnhsE,BrkFace,1Story,PConc,WD ,6,5,TA,Ex,Ex,TA,Typ,SBrkr,TA,160500
183,1511,1401.0,3.0,811.0,1995,1995,6,302.0,1,70.27118644067797,11454,210,3.0,SawyerW,RL,1Fam,BrkFace,SLvl,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,225000
184,1669,1093.0,1.0,288.0,1924,1950,9,0.0,0,62.0,8707,56,2.0,Edwards,RL,1Fam,None,1.5Fin,BrkTil,WD ,4,5,TA,TA,TA,TA,Min2,FuseF,Fa,107000
185,1040,1040.0,2.0,686.0,1968,1968,5,0.0,0,84.0,7476,188,3.0,Sawyer,RL,1Fam,None,1Story,CBlock,WD ,5,7,TA,TA,TA,TA,Typ,SBrkr,TA,145000
186,1072,547.0,2.0,525.0,2005,2006,5,82.0,0,35.0,3675,44,3.0,Edwards,RM,TwnhsE,BrkFace,SFoyer,PConc,New,6,5,TA,Gd,Gd,TA,Typ,SBrkr,TA,140000
187,2448,1629.0,3.0,711.0,1994,2005,8,528.0,1,52.0,46589,593,4.0,NoRidge,RL,1Fam,BrkFace,2Story,PConc,WD ,8,7,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,402000
188,1442,910.0,2.0,719.0,1990,1991,6,0.0,1,114.0,10357,244,3.0,SawyerW,RL,1Fam,None,1Story,PConc,WD ,7,5,Gd,Gd,Gd,Gd,Typ,SBrkr,TA,179900
189,2136,2136.0,2.0,528.0,1951,1951,7,44.0,0,89.0,10680,30,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,3,TA,TA,TA,TA,Mod,FuseA,TA,137900
190,1188,988.0,2.0,621.0,1956,1956,4,0.0,1,88.0,14175,422,2.0,Sawyer,RL,1Fam,None,1Story,CBlock,WD ,6,8,TA,TA,TA,TA,Typ,FuseA,TA,185000
191,1460,1460.0,2.0,480.0,2006,2007,6,0.0,1,87.0,10037,20,2.0,Somerst,RL,1Fam,None,1Story,PConc,WD ,8,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,247000
192,1593,808.0,2.0,389.0,1992,1993,7,0.0,1,73.04838709677419,9636,382,3.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,6,5,TA,Gd,Gd,TA,Typ,SBrkr,TA,178000
193,1361,173.0,1.0,185.0,1895,1950,6,0.0,0,60.0,5280,123,1.0,IDOTRR,C (all),1Fam,None,2Story,Stone,WD ,4,7,TA,Po,Ex,TA,Typ,SBrkr,Fa,89000
194,1595,1582.0,2.0,672.0,1991,1991,5,0.0,0,82.0,11070,0,3.0,Mitchel,RL,1Fam,None,1Story,PConc,COD,5,5,TA,Gd,TA,TA,Typ,SBrkr,TA,152000
195,1304,264.0,1.0,336.0,1976,1976,4,0.0,1,27.3125,2665,165,2.0,MeadowV,RM,TwnhsE,None,2Story,PConc,WD ,5,6,TA,Gd,TA,TA,Typ,SBrkr,TA,115000
196,1042,1042.0,2.0,440.0,1965,1965,5,98.0,0,80.0,9200,192,2.0,NAmes,RL,1Fam,BrkFace,SLvl,CBlock,WD ,6,5,TA,TA,TA,TA,Typ,SBrkr,TA,161000
197,768,768.0,2.0,396.0,1972,2007,5,0.0,0,70.0,8445,58,2.0,CollgCr,RL,1Fam,None,SFoyer,CBlock,WD ,5,7,TA,Gd,TA,TA,Typ,SBrkr,TA,133000
198,1183,528.0,1.0,288.0,1959,1959,6,0.0,0,80.0,8000,0,2.0,NAmes,RL,1Fam,None,SLvl,CBlock,WD ,5,5,TA,Gd,TA,TA,Typ,SBrkr,TA,138000
199,1620,1281.0,2.0,490.0,1976,1993,8,0.0,1,75.24528301886792,9991,198,3.0,Sawyer,RL,1Fam,None,1Story,CBlock,WD ,4,4,TA,TA,Ex,TA,Min1,SBrkr,TA,150000
200,729,270.0,0.0,0.0,1935,2003,5,0.0,0,56.0,4130,0,1.0,BrkSide,RL,1Fam,None,1Story,CBlock,WD ,3,6,Gd,TA,Gd,TA,Maj2,SBrkr,No Garage,52000
201,2256,952.0,2.0,554.0,2000,2000,8,0.0,1,73.04838709677419,8795,278,3.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,236000
202,1370,1370.0,2.0,484.0,2006,2006,6,178.0,1,41.0,7132,169,2.0,NridgHt,RL,TwnhsE,Stone,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,205000
203,923,923.0,1.0,264.0,1980,1980,5,0.0,1,50.0,8012,80,2.0,SawyerW,RL,TwnhsE,None,1Story,CBlock,WD ,6,5,TA,Gd,TA,TA,Typ,SBrkr,TA,143000
204,1391,1391.0,2.0,530.0,2004,2004,5,0.0,0,59.0,4282,314,2.0,Somerst,FV,TwnhsE,None,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,196000
205,2633,2633.0,3.0,804.0,2001,2002,8,705.0,2,88.73333333333333,11400,454,4.0,NoRidge,RL,1Fam,BrkFace,1Story,PConc,WD ,10,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,466500
206,3500,1733.0,3.0,959.0,1993,1994,11,738.0,1,114.0,17242,1166,5.0,NoRidge,RL,1Fam,BrkFace,2Story,PConc,WD ,9,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,584500
207,958,1078.0,2.0,440.0,1976,1976,5,0.0,1,28.142857142857142,4928,205,2.0,NPkVill,RL,TwnhsE,None,1Story,CBlock,WD ,6,5,TA,Gd,TA,TA,Typ,SBrkr,TA,128000
208,816,816.0,1.0,264.0,1983,1983,4,0.0,0,59.0,6490,315,2.0,Mitchel,RL,1Fam,None,1Story,CBlock,WD ,5,7,TA,TA,Ex,TA,Typ,SBrkr,TA,128500
209,572,572.0,1.0,200.0,1925,1950,4,0.0,0,60.0,10200,72,1.0,IDOTRR,C (all),1Fam,None,1Story,BrkTil,WD ,4,6,TA,TA,Fa,TA,Typ,FuseP,TA,75000
211,1100,1100.0,0.0,0.0,2006,2007,6,0.0,0,63.0,7500,136,2.0,SawyerW,RL,1Fam,None,1Story,PConc,New,6,5,TA,Gd,Ex,TA,Typ,SBrkr,No Garage,146000
212,2037,672.0,2.0,472.0,1996,1996,8,0.0,1,85.0,10541,133,3.0,SawyerW,RL,1Fam,None,SLvl,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,229000
213,1092,1092.0,1.0,288.0,1962,1962,6,116.0,1,75.24528301886792,11616,164,2.0,Sawyer,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,139000
214,1143,1143.0,0.0,0.0,2006,2006,5,0.0,0,63.0,7500,55,2.0,SawyerW,RL,1Fam,None,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,No Garage,147000
215,1287,624.0,2.0,440.0,1992,1992,6,0.0,0,62.0,10429,150,2.0,Mitchel,RL,1Fam,None,2Story,PConc,WD ,5,5,TA,Gd,TA,TA,Typ,SBrkr,TA,130000
216,1200,1176.0,2.0,555.0,2003,2003,5,0.0,0,67.0,10083,41,3.0,SawyerW,RL,1Fam,None,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,184900
217,1040,0.0,2.0,400.0,1950,1950,6,0.0,0,60.0,8544,0,2.0,NAmes,RL,Duplex,None,1Story,CBlock,WD ,3,4,TA,None,Gd,TA,Typ,FuseF,TA,93500
218,874,864.0,1.0,352.0,1971,2004,5,0.0,0,50.0,6953,0,1.0,Mitchel,RL,1Fam,None,1Story,CBlock,ConLD,5,7,TA,TA,Ex,TA,Typ,SBrkr,TA,130000
219,1534,736.0,0.0,0.0,1895,1999,6,0.0,0,60.0,10800,112,2.0,OldTown,RL,1Fam,None,2Story,CBlock,WD ,5,9,TA,Gd,Ex,Gd,Typ,SBrkr,No Garage,148000
220,1100,1100.0,2.0,462.0,1996,1996,5,0.0,0,95.0,13015,0,2.0,CollgCr,RL,1Fam,None,1Story,PConc,WD ,5,6,TA,Gd,Ex,TA,Typ,SBrkr,TA,145000
221,1575,216.0,2.0,400.0,1951,1951,5,522.0,1,75.0,10170,0,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,6,TA,TA,TA,Gd,Typ,SBrkr,TA,155000
222,1146,1083.0,1.0,294.0,1963,1963,6,379.0,1,83.0,10184,420,2.0,NAmes,RL,1Fam,BrkFace,SLvl,CBlock,WD ,6,5,TA,TA,TA,TA,Typ,SBrkr,TA,165000
223,1039,405.0,1.0,281.0,1900,2003,6,0.0,0,80.0,8146,279,1.0,OldTown,RL,1Fam,None,2Story,BrkTil,WD ,4,8,Gd,Fa,Gd,TA,Typ,SBrkr,TA,114000
224,988,462.0,1.0,297.0,1973,1973,4,0.0,1,21.0,1596,221,2.0,MeadowV,RM,Twnhs,None,SLvl,CBlock,WD ,4,6,TA,Gd,TA,TA,Typ,SBrkr,TA,94900
225,1050,1050.0,1.0,368.0,1961,1961,6,0.0,0,74.88947368421053,10659,319,2.0,NAmes,RL,1Fam,None,1Story,CBlock,COD,5,6,TA,TA,TA,TA,Typ,SBrkr,TA,136500
226,1116,1116.0,2.0,440.0,1962,1962,5,261.0,0,87.0,10000,385,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,6,TA,TA,TA,TA,Typ,SBrkr,TA,160000
227,1644,1416.0,2.0,418.0,1953,1953,7,238.0,2,80.0,9600,110,2.0,NAmes,RL,1Fam,Stone,1Story,CBlock,WD ,6,5,TA,TA,TA,TA,Typ,SBrkr,TA,167000
228,2153,1440.0,3.0,736.0,2000,2000,8,204.0,2,71.15384615384616,11050,395,4.0,CollgCr,RL,1Fam,BrkFace,2Story,PConc,WD ,9,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,313000
229,1932,979.0,2.0,610.0,2003,2003,7,0.0,1,70.0,8749,120,4.0,CollgCr,RL,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,213000
230,1601,1271.0,2.0,478.0,1978,1978,7,206.0,1,82.0,11880,0,2.0,NWAmes,RL,1Fam,BrkFace,1Story,CBlock,COD,7,5,TA,Gd,TA,TA,Typ,SBrkr,TA,157000
231,964,876.0,2.0,432.0,1921,2006,5,0.0,0,80.0,13360,44,2.0,Crawfor,RL,1Fam,None,1Story,BrkTil,WD ,5,7,TA,Gd,Ex,TA,Typ,SBrkr,TA,163500
232,1836,1836.0,2.0,517.0,2008,2009,8,288.0,1,65.0,8125,175,2.0,Somerst,FV,1Fam,BrkFace,1Story,PConc,New,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,264500
233,1774,552.0,1.0,384.0,1961,1961,8,0.0,1,88.0,15400,330,2.0,Sawyer,RL,1Fam,None,SLvl,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,165000
234,1285,660.0,2.0,528.0,1977,1977,7,148.0,1,71.0,8197,138,2.0,Sawyer,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,5,TA,TA,Ex,TA,Typ,SBrkr,TA,143500
235,1768,731.0,1.0,240.0,1937,1950,7,252.0,2,60.0,7200,264,3.0,SWISU,RL,1Fam,BrkFace,1.5Fin,BrkTil,WD ,5,7,TA,Gd,Ex,Gd,Typ,SBrkr,TA,175000
236,1964,940.0,0.0,0.0,1911,1950,7,0.0,0,55.0,8525,192,2.0,SWISU,RH,1Fam,None,2Story,PConc,WD ,5,6,TA,TA,TA,TA,Typ,FuseA,No Garage,130000
237,1522,1190.0,2.0,552.0,1984,1984,7,136.0,1,96.7,11075,245,2.0,ClearCr,RL,1Fam,BrkFace,1Story,PConc,WD ,6,5,TA,Gd,Ex,TA,Typ,SBrkr,TA,182000
238,1293,1178.0,2.0,452.0,1954,1954,5,28.0,0,74.88947368421053,11027,280,3.0,NAmes,RL,1Fam,Stone,1Story,CBlock,WD ,6,5,TA,TA,Gd,TA,Typ,SBrkr,TA,149900
239,2312,1177.0,3.0,658.0,1999,1999,8,210.0,1,73.04838709677419,15896,298,4.0,Gilbert,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,245000
240,1040,1040.0,2.0,480.0,1967,1967,6,0.0,1,77.0,11500,156,2.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,6,4,Fa,TA,Gd,TA,Min1,SBrkr,TA,163000
241,914,914.0,1.0,270.0,1961,1961,4,0.0,0,74.88947368421053,17199,140,1.0,NAmes,RL,1Fam,None,1Story,BrkTil,WD ,4,7,TA,TA,Ex,TA,Typ,SBrkr,Fa,128000
242,1258,1246.0,2.0,462.0,2007,2007,6,0.0,0,64.0,7697,0,2.0,Gilbert,RL,1Fam,BrkFace,1Story,PConc,New,7,6,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,173500
243,1517,792.0,2.0,400.0,1929,1950,7,0.0,2,66.28205128205128,11435,0,1.0,Crawfor,RL,1Fam,None,2Story,PConc,WD ,8,7,TA,Gd,Fa,Gd,Typ,SBrkr,TA,230000
244,1002,1002.0,2.0,902.0,1970,1970,5,76.0,0,74.88947368421053,8750,0,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,6,TA,TA,TA,TA,Typ,SBrkr,TA,148500
245,1175,1175.0,0.0,0.0,2005,2006,6,126.0,0,63.0,13072,90,2.0,SawyerW,RL,1Fam,BrkFace,1Story,PConc,WD ,6,5,TA,Gd,Ex,Gd,Typ,SBrkr,No Garage,146000
246,918,918.0,1.0,264.0,1979,1979,5,0.0,1,55.0,7892,28,2.0,SawyerW,RL,TwnhsE,None,1Story,CBlock,WD ,6,5,TA,Gd,TA,TA,Typ,SBrkr,TA,99500
247,1196,1196.0,1.0,336.0,1968,1968,6,0.0,0,60.0,10044,425,2.0,Edwards,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,Gd,TA,TA,Typ,SBrkr,TA,144000
248,1829,1829.0,2.0,535.0,1967,1967,8,120.0,0,80.57142857142857,10456,76,3.0,NWAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,6,TA,TA,Gd,TA,Typ,SBrkr,TA,218500
249,1200,600.0,2.0,480.0,2005,2005,4,0.0,0,30.0,3180,166,3.0,Somerst,FV,TwnhsE,None,2Story,PConc,WD ,7,5,TA,Gd,Ex,Gd,Typ,SBrkr,TA,151000
